group,month,month_last_day,month_filings,avg_filings,month_diff
White,01/2020,,431,402.5,1.07080745341615
White,01/2021,09/01/2021,12,40.25,0.298136645962733
White,02/2020,,427,354.75,1.20366455250176
White,03/2020,,180,322.75,0.557707203718048
White,04/2020,,0,343.5,0
White,05/2020,,5,359.75,0.0138985406532314
White,06/2020,,11,387.25,0.0284054228534538
White,07/2020,,171,359,0.476323119777159
White,08/2020,,204,421,0.484560570071259
White,09/2020,,197,422.5,0.466272189349112
White,10/2020,,214,419.5,0.510131108462455
White,11/2020,,184,355,0.51830985915493
White,12/2020,,178,380.75,0.467498358502955
Black,01/2020,,219,271.75,0.805887764489421
Black,01/2021,09/01/2021,16,46,0.347826086956522
Black,02/2020,,216,249.5,0.865731462925852
Black,03/2020,,108,214.75,0.50291036088475
Black,04/2020,,4,234,0.0170940170940171
Black,05/2020,,2,268.75,0.00744186046511628
Black,06/2020,,9,277.25,0.0324616771866546
Black,07/2020,,57,283.25,0.201235657546337
Black,08/2020,,71,297.25,0.238856181665265
Black,09/2020,,123,269.75,0.455977757182576
Black,10/2020,,119,280,0.425
Black,11/2020,,116,248.25,0.467270896273918
Black,12/2020,,91,260,0.35
Latinx,01/2020,,10,12,0.833333333333333
Latinx,01/2021,09/01/2021,0,2,0
Latinx,02/2020,,4,10.75,0.372093023255814
Latinx,03/2020,,3,5.5,0.545454545454545
Latinx,04/2020,,0,10.75,0
Latinx,05/2020,,0,11,0
Latinx,06/2020,,1,11,0.0909090909090909
Latinx,07/2020,,7,14.75,0.474576271186441
Latinx,08/2020,,1,12.25,0.0816326530612245
Latinx,09/2020,,7,14,0.5
Latinx,10/2020,,4,12.75,0.313725490196078
Latinx,11/2020,,4,7.25,0.551724137931035
Latinx,12/2020,,6,13.5,0.444444444444444
Other,01/2020,,257,324.25,0.792598303777949
Other,01/2021,09/01/2021,5,23.5,0.212765957446809
Other,02/2020,,267,297.5,0.897478991596639
Other,03/2020,,116,220.5,0.526077097505669
Other,04/2020,,0,258.5,0
Other,05/2020,,2,295.5,0.00676818950930626
Other,06/2020,,2,299,0.00668896321070234
Other,07/2020,,55,317.5,0.173228346456693
Other,08/2020,,68,329,0.206686930091185
Other,09/2020,,140,289,0.484429065743945
Other,10/2020,,150,296.75,0.50547598989048
Other,11/2020,,130,270.75,0.480147737765466
Other,12/2020,,99,255.75,0.387096774193548
