site_id,serial_share,filings_pandemic,filings_past_year,filings_past_month,filings_ytd,filings_pandemic_pct_hist,filings_past_year_pct_hist,filings_past_month_pct_hist,filings_ytd_pct_hist,median_rent,renter_hh,hhs_threatened_rate,eviction_filing_rate,site,latest_update
12011,0.16809847416335427,48727,NA,NA,NA,0.643532581420534,NA,NA,NA,1961,273695,0.05699044556897276,NA,fortlauderdale,2024-09-01
12001,0.06552962298025135,7900,1685,222,NA,0.5771689497716895,0.7916373032652102,1.317507418397626,NA,1370,53954,0.04129443600103791,0.03406942614415647,gainesville,2026-01-01
18,0.17149491582554635,371106,69990,5539,5539,0.854815080988446,0.9513259300539616,0.8100321731500438,0.8100321731500438,1044,814438,0.06556791308853467,0.08593655993458066,indiana,2026-02-01
18097,0.19512066603435557,133956,24216,1883,1883,0.8541369108345236,0.9119873460625918,0.7717213114754098,0.7717213114754098,1187,174089,0.10901320588894188,0.13910126429584868,indianapolis,2026-02-01
18141,0.19512066603435557,14229,2820,189,189,0.8358200187969925,0.9742615304888582,0.722753346080306,0.722753346080306,1077,33066,0.5739430230448195,0.08528397749954636,southbend,2026-02-01
32003,0.29350765199453627,261939,43040,3753,3753,0.8392185760398562,0.8125353973947518,0.7342985717080807,0.7342985717080807,1654,371427,0.09658156246045656,0.11587741332751791,lasvegas,2026-02-01
12086,0.12660098522167487,35368,11941,1352,NA,0.3219663177059627,0.6987331402323064,0.9279341111873712,NA,1864,453324,0.03582426697020233,0.0287356183536399,miami,2026-01-01
29,0.18163245451892207,213289,37613,2750,NA,0.9981538115951863,1.1207854705821003,1.1249744323992636,NA,1019,798230,0.03863172268644375,0.05140418630766025,missouri,2026-01-01
29510,0.2015,74175,13882,933,NA,0.8271582222370908,0.9864629596731214,0.908029197080292,NA,1129,201627,0.09919306442093569,0.0751089883795325,stlouis,2026-01-01
29095,0.2015,46805,8483,619,NA,0.9130455986344794,1.0526772972637588,1.108325872873769,NA,1197,122597,0.1631361289427963,0.07548456991754951,kansascity,2026-01-01
47037,0.15187733912833515,66612,14540,1256,1256,0.8082067957218863,1.0388311363555174,0.9606118546845124,0.9606118546845124,1620,161248,0.05136807898392538,0.0901716610438579,nashville,2026-02-01
35,0.21207751239296985,70522,12623,1127,1127,0.8098251093784091,0.8531071537187849,0.8877510831035841,0.8877510831035841,1084,263167,0.04215954127987172,0.04796574038538266,newmexico,2026-02-01
35001,0.25673534072900156,42899,7693,675,675,0.7873543177021198,0.8311365600691444,0.8940397350993378,0.8940397350993378,1206,100491,0.0690708620672498,0.07655411927436288,albuquerque,2026-02-01
12099,0.1332232664465329,16315,5970,652,NA,0.31051940389410176,0.7299180828952194,0.8590250329380764,NA,1982,170772,0.04610826130747429,0.03813697370018078,palmbeach,2026-01-01
42003,0.06487662191554788,61245,13492,1123,1123,0.7584379237537383,0.9835252952325412,1.0524835988753514,1.0524835988753514,1154,187052,0.14255928832624082,0.07212967517054081,pittsburgh,2026-02-01
45019,0.35488202570496835,52045,11419,1068,1068,0.8598002692812833,1.109718172983479,1.04296875,1.04296875,1665,65685,0.07936362944355636,0.17384486564664686,charleston,2026-02-01
39061,0.25417401223685576,68785,12812,1326,1326,0.8822831489498156,0.9676737160120846,1.2930277913213066,1.2930277913213066,1053,151115,0.06381232835919663,0.0847831121993184,cincinnati,2026-02-01
39035,0.1634182908545727,31426,5803,383,383,0.8665177709763697,0.9398331848732692,0.7206020696142992,0.7206020696142992,939,95834,0.04175970949767306,0.06055262224262787,cleveland,2026-02-01
39049,0.20680272108843537,116242,24802,2595,2595,0.7990706083322163,1.0053302527309944,1.081926203877423,1.081926203877423,1287,274822,NA,0.09024750565820784,columbus,2026-02-01
48113,0.25210936820435503,214049,30106,2763,34587,0.784402753576186,0.9228034146117182,0.644055944055944,0.9354284709732384,1597,493482,0.06988907396825011,0.09151093656911498,dallas,2025-10-01
10,0.33354106942540196,60016,10975,765,765,0.8001759917870499,0.8620689655172413,0.684257602862254,0.684257602862254,1358,108917,0.07366159552686909,0.1007648025560748,delaware,2026-02-01
10003,0.3300275482093664,39297,7140,515,515,0.7985004114724619,0.8547827127977972,0.7079037800687286,0.7079037800687286,1393,67569,0.0805842916130178,0.10566975980109222,wilmington,2026-02-01
48439,0.2921642401439555,214020,42018,3867,NA,0.7932616128763239,0.9899515838330054,1.0533914464723508,NA,1618,458787,0.01332426594476303,0.09991089150699166,fortworth,2026-01-01
48201,0.2231842231842232,378672,68856,4314,NA,0.8092129304136544,0.942045641109834,0.6811399700007894,NA,1403,848172,NA,0.0885617968568125,houston,2026-01-01
45045,0.32612383375742154,70537,10141,1342,11457,0.8542070335206355,1.0201187003319585,1.0892857142857142,1.0127734806629831,1295,72371,0.06516422323859004,0.21018778239902725,greenville,2025-10-01
12031,0.06288242492704509,72339,14505,1366,1366,0.8615478062026583,1.0155074036475653,1.0403655750190404,1.0403655750190404,1516,177265,0.05992722759710039,0.08182664372549572,jacksonville,2026-02-01
47157,0.2707657055566164,136310,20389,1172,NA,0.7865800703426825,0.7470824249308393,0.6030357602263957,NA,1226,168231,0.0933894466537083,0.13221430922092514,memphis,2026-01-01
27,0.11445074339501551,103207,23451,2279,2279,0.7506755257827189,1.0035518657993838,1.2963594994311718,1.2963594994311718,1264,656737,0.01423553111824063,0.03570835814032101,minnesota,2026-02-01
27053,0.11751196172248804,55384,13350,1330,1330,0.7198663833161113,1.0205251691319803,1.3992635455023672,1.3992635455023672,1421,300194,0.01740541116744505,0.04447124193021846,minneapolis,2026-02-01
22071,0.1973010702652397,26843,3557,472,4107,0.8099268311080938,0.9026773252125364,0.90595009596929,0.9095338279260324,1203,68383,0.03142593919541407,0.07802377783952152,neworleans,2025-10-01
42101,0.1372632656543252,64996,13303,1136,1136,0.8395409365978416,1.007574036203893,0.8775589030513712,0.8775589030513712,1390,331415,0.03536955177043888,0.04014000573299337,philadelphia,2026-02-01
04013,0.2122560549233997,297279,77012,7105,NA,0.6019749331513579,0.9955015511892452,0.9875599416220724,NA,1766,606114,0.07786159039388629,0.13860938851287202,phoenix,2026-01-01
12103,0.09235315847801996,84008,2840,1393,4584,0.8422403464887436,0.920881971465629,0.931461049816115,0.9193742478941036,1764,368395,NA,0.04625469943946036,tampa,2025-04-01
44,0.20258431887866843,37967,6328,568,568,0.8316885904864131,0.8156215763356319,0.6901579586877278,0.6901579586877278,1365,159990,0.02853928370523157,0.03955247202950184,rhode_island,2026-02-01
44007,0.1955962253360023,28923,4959,442,442,0.819952372852526,0.8272583201267829,0.690625,0.690625,1369,111239,0.03143681622452557,0.04457968877821627,providence,2026-02-01
55,0.15146579804560262,139220,25370,2385,2385,0.8685290778195066,0.9324463393119672,0.9341950646298472,0.9341950646298472,1071,800791,0.02376899840282919,0.03168117523798344,wisconsin,2026-02-01
55079,0.18209622397365016,68026,12307,1174,1174,0.8659830561337177,0.9236369094525124,0.8975535168195719,0.8975535168195719,1084,188131,0.04518659869984213,0.06541718270779404,milwaukee,2026-02-01
48453,NA,50027,14772,1259,1259,0.7599711366829972,1.319753417314393,1.315569487983281,1.315569487983281,1770,291290,NA,0.05071234851865838,austin,2026-02-01
09001,NA,19384,3459,354,354,0.7677895945972709,0.8054488298987077,1.0381231671554252,1.0381231671554252,1644,118307,NA,0.02923749228701598,bridgeport,2026-02-01
09,NA,94125,17397,1476,1476,0.7876667907965372,0.8561726420433574,0.8473019517795637,0.8473019517795637,1463,494848,NA,0.03515625,connecticut,2026-02-01
09003,NA,30711,5817,479,479,0.7812019077901431,0.8702221557334131,0.8167092924126172,0.8167092924126172,1221,121667,NA,0.04781082791553995,hartford,2026-02-01
36061,NA,564407,111482,6571,6571,0.7623799087559814,0.8855614293601084,0.5959820416307651,0.5959820416307651,1812,2291001,NA,0.04866082555180028,newyork,2026-02-01
42,NA,552496,109021,9309,9309,0.8183386198637771,0.9506208363851976,0.9230998066339432,0.9230998066339432,1197,1626438,NA,0.06703052929161764,pennsylvania,2026-02-01
51760,NA,89024,19660,885,885,0.7322829140293081,0.9535357454651276,0.4994356659142212,0.4994356659142212,1494,87921,NA,0.22360983155332628,richmond,2026-02-01
51,NA,607671,135772,10319,10319,0.7522035217975515,0.9901655842853548,0.8120401337792642,0.8120401337792642,1567,1095593,NA,0.12392558185384536,virginia,2026-02-01
13121,NA,737177,144003,13118,13118,0.8363985406818132,0.9602984865611028,0.929662308210198,0.929662308210198,1739,572679,NA,0.2514550035883977,atlanta,2026-02-01
0,NA,5800646,1120233,66462,121197,0.7852384571295367,0.945380603221474,0.8553943177064899,0.8196989628387176,NA,15307195,NA,0.07638329797514466,all_sites,2026-02-01
