group,month,month_last_day,month_filings,avg_filings,month_diff
White,January,,145,145,1
White,February,,107,146,0.732876712328767
White,March,,45,128,0.3515625
White,April,,1,133.5,0.00749063670411985
White,May,,1,151.5,0.0066006600660066
White,June,,100,137.5,0.727272727272727
White,July,11/07/2020,17,51.75,0.328502415458937
Black,January,,346,531,0.651600753295669
Black,February,,350,411.75,0.85003035822708
Black,March,,132,411.5,0.320777642770352
Black,April,,0,419.5,0
Black,May,,0,499.5,0
Black,June,,261,421.25,0.619584569732938
Black,July,11/07/2020,51,160.75,0.317262830482115
Latinx,January,,12,11.75,1.02127659574468
Latinx,February,,8,11.75,0.680851063829787
Latinx,March,,5,12.5,0.4
Latinx,April,,0,14.75,0
Latinx,May,,0,14.5,0
Latinx,June,,12,17.5,0.685714285714286
Latinx,July,11/07/2020,3,4.75,0.631578947368421
Other,January,,172,193,0.89119170984456
Other,February,,133,167.75,0.792846497764531
Other,March,,41,182.5,0.224657534246575
Other,April,,0,199.25,0
Other,May,,1,205,0.00487804878048781
Other,June,,138,188.5,0.73209549071618
Other,July,11/07/2020,22,63.75,0.345098039215686
