month,month_last_day,month_filings,avg_filings,percentage_diff
01/2020,,2003,1833.5,1.09244614125989
01/2021,,557,1790,0.311173184357542
02/2020,,1712,1669.75,1.02530318910016
02/2021,13/02/2021,342,804.5,0.425108763206961
03/2020,,812,1668.5,0.486664668864249
04/2020,,0,1441.25,0
05/2020,,0,1624.25,0
06/2020,,0,1840.25,0
07/2020,,198,1918.25,0.103219079890525
08/2020,,175,2012.75,0.0869457210284437
09/2020,,696,1842.75,0.377696377696378
10/2020,,789,1967.75,0.400965569813238
11/2020,,582,1676,0.347255369928401
12/2020,,509,1677.5,0.303427719821162
