type,GEOID,racial_majority,month,filings_2020,filings_avg,last_updated
Census Tract,44007000101,Other,01/2020,2,2.75,2024-05-11
Census Tract,44007000101,Other,02/2020,4,2.5,2024-05-11
Census Tract,44007000101,Other,03/2020,0,1.5,2024-05-11
Census Tract,44007000101,Other,04/2020,0,2.5,2024-05-11
Census Tract,44007000101,Other,05/2020,0,3.75,2024-05-11
Census Tract,44007000101,Other,06/2020,8,2.75,2024-05-11
Census Tract,44007000101,Other,07/2020,2,2.75,2024-05-11
Census Tract,44007000101,Other,08/2020,0,4,2024-05-11
Census Tract,44007000101,Other,09/2020,3,3.5,2024-05-11
Census Tract,44007000101,Other,10/2020,0,4,2024-05-11
Census Tract,44007000101,Other,11/2020,2,3.25,2024-05-11
Census Tract,44007000101,Other,12/2020,1,2.25,2024-05-11
Census Tract,44007000101,Other,01/2021,4,2.75,2024-05-11
Census Tract,44007000101,Other,02/2021,2,2.25,2024-05-11
Census Tract,44007000101,Other,03/2021,0,1.5,2024-05-11
Census Tract,44007000101,Other,04/2021,3,2.5,2024-05-11
Census Tract,44007000101,Other,05/2021,1,3.75,2024-05-11
Census Tract,44007000101,Other,06/2021,2,2.75,2024-05-11
Census Tract,44007000101,Other,07/2021,2,2.75,2024-05-11
Census Tract,44007000101,Other,08/2021,1,4,2024-05-11
Census Tract,44007000101,Other,09/2021,2,3.5,2024-05-11
Census Tract,44007000101,Other,10/2021,2,4,2024-05-11
Census Tract,44007000101,Other,11/2021,3,3.25,2024-05-11
Census Tract,44007000101,Other,12/2021,0,2.25,2024-05-11
Census Tract,44007000101,Other,01/2022,4,2.75,2024-05-11
Census Tract,44007000101,Other,02/2022,2,2.25,2024-05-11
Census Tract,44007000101,Other,03/2022,2,1.5,2024-05-11
Census Tract,44007000101,Other,04/2022,1,2.5,2024-05-11
Census Tract,44007000101,Other,05/2022,5,3.75,2024-05-11
Census Tract,44007000101,Other,06/2022,2,2.75,2024-05-11
Census Tract,44007000101,Other,07/2022,3,2.75,2024-05-11
Census Tract,44007000101,Other,08/2022,6,4,2024-05-11
Census Tract,44007000101,Other,09/2022,3,3.5,2024-05-11
Census Tract,44007000101,Other,10/2022,4,4,2024-05-11
Census Tract,44007000101,Other,11/2022,6,3.25,2024-05-11
Census Tract,44007000101,Other,12/2022,1,2.25,2024-05-11
Census Tract,44007000101,Other,01/2023,5,2.75,2024-05-11
Census Tract,44007000101,Other,02/2023,0,2.25,2024-05-11
Census Tract,44007000101,Other,03/2023,5,1.5,2024-05-11
